locus_tag	ftype	length_bp	gene	EC_number	COG	product
DFNAAEMK_00319	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
DFNAAEMK_00320	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
DFNAAEMK_00321	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
DFNAAEMK_00322	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
DFNAAEMK_00323	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
DFNAAEMK_00324	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
DFNAAEMK_00325	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
DFNAAEMK_00326	CDS	1386	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
DFNAAEMK_00327	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
DFNAAEMK_00328	CDS	210	cspE		COG1278	Cold shock-like protein CspE
DFNAAEMK_00329	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
DFNAAEMK_00330	CDS	228	ybeM_1	3.5.1.-		Deaminated glutathione amidase
DFNAAEMK_00331	CDS	564	ybeM_2	3.5.1.-		Deaminated glutathione amidase
DFNAAEMK_00332	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
DFNAAEMK_00333	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
DFNAAEMK_00334	CDS	954	ybdO_2			putative HTH-type transcriptional regulator YbdO
DFNAAEMK_00335	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
DFNAAEMK_00336	CDS	264				hypothetical protein
DFNAAEMK_00337	CDS	1284	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
DFNAAEMK_00338	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
DFNAAEMK_00339	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
DFNAAEMK_00340	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
DFNAAEMK_00341	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
DFNAAEMK_00342	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
DFNAAEMK_00343	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
DFNAAEMK_00344	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
DFNAAEMK_00345	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
DFNAAEMK_00346	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
DFNAAEMK_00347	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
DFNAAEMK_00348	CDS	483				hypothetical protein
DFNAAEMK_00349	CDS	978	esiB			Secretory immunoglobulin A-binding protein EsiB
DFNAAEMK_00350	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
DFNAAEMK_00351	CDS	1278	yegT			Putative nucleoside transporter YegT
DFNAAEMK_00352	CDS	1005				hypothetical protein
DFNAAEMK_00353	CDS	966	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
DFNAAEMK_00354	CDS	747	yvoA		COG2188	HTH-type transcriptional repressor YvoA
DFNAAEMK_00355	CDS	819				hypothetical protein
DFNAAEMK_00356	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
DFNAAEMK_00357	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
DFNAAEMK_00358	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
DFNAAEMK_00359	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
DFNAAEMK_00360	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
DFNAAEMK_00361	CDS	1035	yehA			putative fimbrial-like protein YehA
DFNAAEMK_00362	CDS	2481	yehB		COG3188	Outer membrane usher protein YehB
DFNAAEMK_00363	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
DFNAAEMK_00364	CDS	543	yehD			putative fimbrial-like protein YehD
DFNAAEMK_00365	CDS	282				hypothetical protein
DFNAAEMK_00366	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
DFNAAEMK_00367	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
DFNAAEMK_00368	CDS	825				hypothetical protein
DFNAAEMK_00369	CDS	1938				hypothetical protein
DFNAAEMK_00370	CDS	960				hypothetical protein
DFNAAEMK_00371	CDS	3633				hypothetical protein
DFNAAEMK_00372	CDS	318				hypothetical protein
DFNAAEMK_00373	CDS	1089	yehL		COG0714	putative protein YehL
DFNAAEMK_00374	CDS	2280				hypothetical protein
DFNAAEMK_00375	CDS	1137				hypothetical protein
DFNAAEMK_00376	CDS	1845				hypothetical protein
DFNAAEMK_00377	CDS	462	yehR		COG4808	putative lipoprotein YehR
DFNAAEMK_00378	CDS	1452	fliF		COG1766	Flagellar M-ring protein
DFNAAEMK_00379	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
DFNAAEMK_00380	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
DFNAAEMK_00381	CDS	471				hypothetical protein
DFNAAEMK_00382	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
DFNAAEMK_00383	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
DFNAAEMK_00384	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
DFNAAEMK_00385	CDS	108				hypothetical protein
DFNAAEMK_00386	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
DFNAAEMK_00387	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
DFNAAEMK_00388	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
DFNAAEMK_00389	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
DFNAAEMK_00390	CDS	2268		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
DFNAAEMK_00391	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
DFNAAEMK_00392	CDS	933	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
DFNAAEMK_00393	CDS	588	yohC			Inner membrane protein YohC
DFNAAEMK_00394	CDS	579	yohD		COG0586	Inner membrane protein YohD
DFNAAEMK_00395	CDS	762	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DFNAAEMK_00396	CDS	891	srpC			Solvent efflux pump outer membrane protein SrpC
DFNAAEMK_00397	CDS	288				hypothetical protein
DFNAAEMK_00398	CDS	240				hypothetical protein
DFNAAEMK_00399	CDS	792	kdgR_1		COG1414	Transcriptional regulator KdgR
DFNAAEMK_00400	CDS	1374	ribZ			Riboflavin transporter RibZ
DFNAAEMK_00401	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
DFNAAEMK_00402	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
DFNAAEMK_00403	CDS	699	proQ		COG3109	RNA chaperone ProQ
DFNAAEMK_00404	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
DFNAAEMK_00405	CDS	1284	yebS		COG2995	Inner membrane protein YebS
DFNAAEMK_00406	CDS	2634			COG3008	putative protein
DFNAAEMK_00407	CDS	1440	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
DFNAAEMK_00408	CDS	237	yebV			putative protein YebV
DFNAAEMK_00409	CDS	276				hypothetical protein
DFNAAEMK_00410	CDS	657	pphA_1	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
DFNAAEMK_00411	CDS	342				hypothetical protein
DFNAAEMK_00412	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
DFNAAEMK_00413	CDS	375	yobA		COG2372	Protein YobA
DFNAAEMK_00414	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
DFNAAEMK_00415	CDS	657				hypothetical protein
DFNAAEMK_00416	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
DFNAAEMK_00417	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
DFNAAEMK_00418	CDS	660	yebE		COG2979	Inner membrane protein YebE
DFNAAEMK_00419	CDS	111				hypothetical protein
DFNAAEMK_00420	CDS	357	yebF			Protein YebF
DFNAAEMK_00421	CDS	291				hypothetical protein
DFNAAEMK_00422	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
DFNAAEMK_00423	CDS	642	eda		COG0800	KHG/KDPG aldolase
DFNAAEMK_00424	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
DFNAAEMK_00425	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
DFNAAEMK_00426	CDS	150				hypothetical protein
DFNAAEMK_00427	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
DFNAAEMK_00428	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
DFNAAEMK_00429	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
DFNAAEMK_00430	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
DFNAAEMK_00431	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
DFNAAEMK_00432	CDS	756	znuC	3.6.3.-	COG1121	Zinc import ATP-binding protein ZnuC
DFNAAEMK_00433	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
DFNAAEMK_00434	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
DFNAAEMK_00435	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
DFNAAEMK_00436	CDS	603				hypothetical protein
DFNAAEMK_00437	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
DFNAAEMK_00438	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
DFNAAEMK_00439	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
DFNAAEMK_00440	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
DFNAAEMK_00441	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
DFNAAEMK_00442	CDS	819				hypothetical protein
DFNAAEMK_00443	CDS	396	yecN		COG3788	Inner membrane protein YecN
DFNAAEMK_00444	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
DFNAAEMK_00445	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
DFNAAEMK_00446	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
DFNAAEMK_00447	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
DFNAAEMK_00448	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
DFNAAEMK_00449	CDS	567	yecM		COG3102	Protein YecM
DFNAAEMK_00450	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
DFNAAEMK_00451	CDS	489				hypothetical protein
DFNAAEMK_00452	CDS	393	flhE			Flagellar protein FlhE
DFNAAEMK_00453	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
DFNAAEMK_00454	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
DFNAAEMK_00455	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
DFNAAEMK_00456	CDS	390	cheY		COG0784	Chemotaxis protein CheY
DFNAAEMK_00457	CDS	1050	cheB	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
DFNAAEMK_00458	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
DFNAAEMK_00459	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
DFNAAEMK_00460	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
DFNAAEMK_00461	CDS	504	cheW		COG0835	Chemotaxis protein CheW
DFNAAEMK_00462	CDS	255				hypothetical protein
DFNAAEMK_00463	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
DFNAAEMK_00464	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
DFNAAEMK_00465	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
DFNAAEMK_00466	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
DFNAAEMK_00467	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
DFNAAEMK_00468	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
DFNAAEMK_00469	CDS	1533				hypothetical protein
DFNAAEMK_00470	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
DFNAAEMK_00471	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
DFNAAEMK_00472	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
DFNAAEMK_00473	CDS	1269	umuC		COG0389	Protein UmuC
DFNAAEMK_00474	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
DFNAAEMK_00475	CDS	912	hlyE			Hemolysin E, chromosomal
DFNAAEMK_00476	CDS	447				hypothetical protein
DFNAAEMK_00477	CDS	660	ycgM		COG0179	putative protein YcgM
DFNAAEMK_00478	CDS	294	ycgL		COG3100	Protein YcgL
DFNAAEMK_00479	CDS	402	pliG			Inhibitor of g-type lysozyme
DFNAAEMK_00480	CDS	369				hypothetical protein
DFNAAEMK_00481	CDS	696	minC		COG0850	Septum site-determining protein MinC
DFNAAEMK_00482	CDS	813	minD		COG2894	Septum site-determining protein MinD
DFNAAEMK_00483	CDS	267	minE		COG0851	Cell division topological specificity factor
DFNAAEMK_00484	CDS	138				hypothetical protein
DFNAAEMK_00485	CDS	363				hypothetical protein
DFNAAEMK_00486	CDS	930				hypothetical protein
DFNAAEMK_00487	CDS	507				hypothetical protein
DFNAAEMK_00488	CDS	1263				hypothetical protein
DFNAAEMK_00489	CDS	219				hypothetical protein
DFNAAEMK_00490	CDS	702				hypothetical protein
DFNAAEMK_00491	CDS	678	pphA_2	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
DFNAAEMK_00492	CDS	627				hypothetical protein
DFNAAEMK_00493	CDS	156				hypothetical protein
DFNAAEMK_00494	CDS	579				hypothetical protein
DFNAAEMK_00495	CDS	246				hypothetical protein
DFNAAEMK_00496	CDS	261				hypothetical protein
DFNAAEMK_00497	CDS	1218				hypothetical protein
DFNAAEMK_00498	CDS	729				hypothetical protein
DFNAAEMK_00499	CDS	786				hypothetical protein
DFNAAEMK_00500	CDS	1017				hypothetical protein
DFNAAEMK_00501	CDS	633				hypothetical protein
DFNAAEMK_00502	CDS	999				hypothetical protein
DFNAAEMK_00503	CDS	1365	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
DFNAAEMK_00504	tRNA	76				tRNA-Met(cat)
DFNAAEMK_00505	CDS	108				hypothetical protein
DFNAAEMK_00506	CDS	426				hypothetical protein
DFNAAEMK_00507	tRNA	76				tRNA-Thr(tgt)
DFNAAEMK_00508	tRNA	76				tRNA-Asn(gtt)
DFNAAEMK_00509	CDS	2265				hypothetical protein
DFNAAEMK_00510	CDS	906	rdgC_1		COG2974	Recombination-associated protein RdgC
DFNAAEMK_00511	CDS	285				hypothetical protein
DFNAAEMK_00512	CDS	789				hypothetical protein
DFNAAEMK_00513	CDS	423				hypothetical protein
DFNAAEMK_00514	CDS	393				hypothetical protein
DFNAAEMK_00515	CDS	213				hypothetical protein
DFNAAEMK_00516	CDS	861	repA			Replication protein RepA
DFNAAEMK_00517	CDS	462				hypothetical protein
DFNAAEMK_00518	CDS	1197	parA			Plasmid partition protein A
DFNAAEMK_00519	CDS	1002	virB		COG1475	Virulence regulon transcriptional activator VirB
DFNAAEMK_00520	CDS	1707				hypothetical protein
DFNAAEMK_00521	CDS	1590				hypothetical protein
DFNAAEMK_00522	CDS	816				hypothetical protein
DFNAAEMK_00523	CDS	465				hypothetical protein
DFNAAEMK_00524	CDS	510				hypothetical protein
DFNAAEMK_00525	CDS	297				hypothetical protein
DFNAAEMK_00526	CDS	465				hypothetical protein
DFNAAEMK_00527	CDS	705				hypothetical protein
DFNAAEMK_00528	CDS	810				hypothetical protein
DFNAAEMK_00529	CDS	801				hypothetical protein
DFNAAEMK_00530	CDS	1044				hypothetical protein
DFNAAEMK_00531	CDS	222				hypothetical protein
DFNAAEMK_00532	CDS	132				hypothetical protein
DFNAAEMK_00533	CDS	318				hypothetical protein
DFNAAEMK_00534	CDS	780				hypothetical protein
DFNAAEMK_00535	CDS	567				hypothetical protein
DFNAAEMK_00536	CDS	612				hypothetical protein
DFNAAEMK_00537	CDS	882				hypothetical protein
DFNAAEMK_00538	CDS	3423				hypothetical protein
DFNAAEMK_00539	CDS	357				hypothetical protein
DFNAAEMK_00540	CDS	1434				hypothetical protein
DFNAAEMK_00541	CDS	837				hypothetical protein
DFNAAEMK_00542	CDS	435				hypothetical protein
DFNAAEMK_00543	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
DFNAAEMK_00544	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
DFNAAEMK_00545	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
DFNAAEMK_00546	CDS	774	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
DFNAAEMK_00547	CDS	831				hypothetical protein
DFNAAEMK_00548	CDS	102				hypothetical protein
DFNAAEMK_00549	CDS	393	iraD			Anti-adapter protein IraD
DFNAAEMK_00550	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
DFNAAEMK_00551	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
DFNAAEMK_00552	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
DFNAAEMK_00553	CDS	684				hypothetical protein
DFNAAEMK_00554	CDS	555	kptA	2.7.1.-		RNA 2'-phosphotransferase
DFNAAEMK_00555	CDS	1179				hypothetical protein
DFNAAEMK_00556	CDS	972	yjiK		COG3204	putative protein YjiK
DFNAAEMK_00557	CDS	258				hypothetical protein
DFNAAEMK_00558	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
DFNAAEMK_00559	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
DFNAAEMK_00560	CDS	1281				hypothetical protein
DFNAAEMK_00561	CDS	1233	mdtM			Multidrug resistance protein MdtM
DFNAAEMK_00562	CDS	312				ISNCY family transposase ISSen7
DFNAAEMK_00563	CDS	561				ISNCY family transposase ISRor2
DFNAAEMK_00564	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
DFNAAEMK_00565	CDS	165				hypothetical protein
DFNAAEMK_00566	CDS	1518				hypothetical protein
DFNAAEMK_00567	CDS	2721				hypothetical protein
DFNAAEMK_00568	CDS	1047	mcrC		COG4268	Protein McrC
DFNAAEMK_00569	CDS	501	mcrB_1	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
DFNAAEMK_00570	CDS	810	mcrB_2	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
DFNAAEMK_00571	CDS	342	symE	3.1.-.-		Toxic protein SymE
DFNAAEMK_00572	CDS	312	hsdS_1		COG0732	Type-1 restriction enzyme EcoKI specificity protein
DFNAAEMK_00573	CDS	903				hypothetical protein
DFNAAEMK_00574	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
DFNAAEMK_00575	CDS	1101	dnaN		COG0592	Beta sliding clamp
DFNAAEMK_00576	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DFNAAEMK_00577	CDS	141	rpmH		COG0230	50S ribosomal protein L34
DFNAAEMK_00578	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
DFNAAEMK_00579	CDS	1647	yidC		COG0706	Membrane protein insertase YidC
DFNAAEMK_00580	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
DFNAAEMK_00581	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
DFNAAEMK_00582	CDS	2415				hypothetical protein
DFNAAEMK_00583	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DFNAAEMK_00584	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
DFNAAEMK_00585	CDS	771				hypothetical protein
DFNAAEMK_00586	CDS	855	ybbN		COG3118	putative protein YbbN
DFNAAEMK_00587	CDS	780	fetB		COG0390	putative iron export permease protein FetB
DFNAAEMK_00588	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
DFNAAEMK_00589	CDS	918	qmcA		COG0330	Protein QmcA
DFNAAEMK_00590	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
DFNAAEMK_00591	CDS	252				hypothetical protein
DFNAAEMK_00592	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
DFNAAEMK_00593	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
DFNAAEMK_00594	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
DFNAAEMK_00595	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
DFNAAEMK_00596	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
DFNAAEMK_00597	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
DFNAAEMK_00598	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
DFNAAEMK_00599	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
DFNAAEMK_00600	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
DFNAAEMK_00601	CDS	714	coaA_1	2.7.1.33		Pantothenate kinase
DFNAAEMK_00602	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
DFNAAEMK_00603	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
DFNAAEMK_00604	CDS	600				hypothetical protein
DFNAAEMK_00605	CDS	3120	flu		COG3468	Antigen 43
DFNAAEMK_00606	CDS	1533	yeeR			Inner membrane protein YeeR
DFNAAEMK_00607	CDS	447				hypothetical protein
DFNAAEMK_00608	CDS	222				hypothetical protein
DFNAAEMK_00609	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
DFNAAEMK_00610	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
DFNAAEMK_00611	CDS	195				hypothetical protein
DFNAAEMK_00612	CDS	330				hypothetical protein
DFNAAEMK_00613	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
DFNAAEMK_00614	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
DFNAAEMK_00615	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
DFNAAEMK_00616	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
DFNAAEMK_00617	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
DFNAAEMK_00618	CDS	1005				hypothetical protein
DFNAAEMK_00619	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
DFNAAEMK_00620	CDS	951	yhaJ			HTH-type transcriptional regulator YhaJ
DFNAAEMK_00621	CDS	825	yeeZ		COG0451	Protein YeeZ
DFNAAEMK_00622	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
DFNAAEMK_00623	CDS	252	yefM		COG2161	Antitoxin YefM
DFNAAEMK_00624	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
DFNAAEMK_00625	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
DFNAAEMK_00626	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
DFNAAEMK_00627	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
DFNAAEMK_00628	CDS	591	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
DFNAAEMK_00629	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
DFNAAEMK_00630	CDS	777	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
DFNAAEMK_00631	CDS	612	hisI	3.6.1.31		Histidine biosynthesis bifunctional protein HisIE
DFNAAEMK_00632	CDS	981	wzzB		COG3765	Chain length determinant protein
DFNAAEMK_00633	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
DFNAAEMK_00634	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
DFNAAEMK_00635	CDS	282	wbbL	2.4.1.-		Rhamnosyltransferase WbbL
DFNAAEMK_00636	CDS	1461				hypothetical protein
DFNAAEMK_00637	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
DFNAAEMK_00638	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
DFNAAEMK_00639	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
DFNAAEMK_00640	CDS	768	tauB	3.6.3.36	COG4525	Taurine import ATP-binding protein TauB
DFNAAEMK_00641	CDS	342	tauA		COG4521	Taurine-binding periplasmic protein
DFNAAEMK_00642	CDS	693	nanR_1			Transcriptional regulator NanR
DFNAAEMK_00643	CDS	1428	hsrA			putative transport protein HsrA
DFNAAEMK_00644	CDS	993	rbsR		COG1609	Ribose operon repressor
DFNAAEMK_00645	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
DFNAAEMK_00646	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
DFNAAEMK_00647	CDS	966	rbsC_1		COG1172	Ribose import permease protein RbsC
DFNAAEMK_00648	CDS	1506	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
DFNAAEMK_00649	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
DFNAAEMK_00650	CDS	1869	kup			Low affinity potassium transport system protein kup
DFNAAEMK_00651	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
DFNAAEMK_00652	CDS	1452	viaA		COG2425	Protein ViaA
DFNAAEMK_00653	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
DFNAAEMK_00654	CDS	459	asnC		COG1522	Regulatory protein AsnC
DFNAAEMK_00655	CDS	444	mioC		COG0716	Protein MioC
DFNAAEMK_00656	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DFNAAEMK_00657	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
DFNAAEMK_00658	CDS	381	atpI		COG3312	ATP synthase protein I
DFNAAEMK_00659	CDS	816	atpB		COG0356	ATP synthase subunit a
DFNAAEMK_00660	CDS	240	atpE		COG0636	ATP synthase subunit c
DFNAAEMK_00661	CDS	471	atpF		COG0711	ATP synthase subunit b
DFNAAEMK_00662	CDS	534	atpH		COG0712	ATP synthase subunit delta
